"1st column","1st column","2nd column","2nd column","3rd column","3rd column","4th column","4th column","5th column","5th column","6th column","6th column","7th column","7th column","8th column","8th column"
"1","(1)","Excelente","W H Rixon","70","$41","100","$26","1000","$16"
"3","(3)","Foxy Dada","B Portelli","22","$12","24","$30","1000","$24"
"4","(4)","Saint Crusader","Blake Hughes","19","$49","25","$32","1000","$25"
"5","(5)","Shoulda Passed","Jason Hewitt","70","$24","80","$37","1000","$14"
"6","(6)","Escape Artist","S T Hewitt","8.6","$12","10","$29","42","$34","46","$23"
"7","(7)","Roclea Image","Jemma Coney","24","$18","25","$47","1000","$27"
"8","(8)","Mahomes","J E Trainor","1.84","$11","1.86","$25","1.99","$74","2","$56"
"9","(9)","Tims A Trooper","R P Morris","3.2","$19","3.7","$27","5.5","$35","7.2","$25"
"10","(10)","Gee Ef Cee","J P Mccarthy","42","$40","60","$31","1000","$15"
"12","(12)","King Tiger","Joshua Gallagher","5.8","$14","5.9","$28","14","$91","14.5","$14"
"Non Runner","1.5%, Fri 11 Nov 14:23","2","(2)","One For The Rodi","M A Formosa"
"Non Runner","0.1%, Fri 11 Nov 14:23","11","(11)","Chappy Streetnorth","Mitch Chapple"
